got_pizza,karma,age,raop_age,pop_request,activity,total_posts,raop_posts,prev_raop_post,words,poor,student,grateful,score
0,1570,131.802337963,0,19,18,42,0,First Post,246,Poor not in post,No student,Grateful not in post,4
0,-5,4.71652777778,0,5,8,2,0,First Post,44,Poor not in post,No student,Grateful not in post,2
0,21,98.0354282407,0,2,7,0,0,First Post,33,Poor not in post,No student,Grateful not in post,-1
0,2180,115.888240741,0,10,1,15,0,First Post,17,Poor not in post,No student,Grateful not in post,-2
0,1,0,0,2,1,0,0,First Post,6,Poor not in post,No student,Grateful not in post,0
1,393,355.981122685,0,6,19,2,0,First Post,247,Poor not in post,No student,Grateful not in post,-7
0,608,117.449861111,0,4,20,12,0,First Post,46,Poor not in post,No student,Grateful not in post,-3
0,33,237.3440625,0,11,14,2,0,First Post,5,Poor not in post,No student,Grateful not in post,4
1,5,89.6320949074,0,5,1,0,0,First Post,121,Poor not in post,No student,Grateful not in post,1
0,0,0,0,1,0,0,0,First Post,158,Poor in post,Student,Grateful not in post,-6
1,298,156.572175926,0,6,7,2,0,First Post,188,Poor not in post,No student,Grateful not in post,7
0,0,0,0,9,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,-3
1,461,415.527916667,0,3,47,27,0,First Post,49,Poor not in post,No student,Grateful not in post,0
0,2,200.124513889,0,3,1,1,0,First Post,49,Poor not in post,No student,Grateful not in post,-2
0,301,34.8169212963,0,4,18,5,0,First Post,52,Poor not in post,No student,Grateful not in post,0
0,168,95.0637268519,0,11,22,19,0,First Post,105,Poor not in post,No student,Grateful not in post,2
0,3427,648.624155093,0,3,27,45,0,First Post,87,Poor not in post,No student,Grateful not in post,-4
1,0,0,0,2,0,0,0,First Post,120,Poor not in post,No student,Grateful not in post,3
0,0,0,0,11,0,0,0,First Post,94,Poor not in post,No student,Grateful not in post,6
1,1423,144.667280093,19.7448263889,13,23,21,1,Posted Before,120,Poor not in post,No student,Grateful not in post,-4
0,1243,305.729201389,0,5,10,9,0,First Post,68,Poor not in post,No student,Grateful not in post,6
1,1116,38.1694560185,0,19,5,7,0,First Post,31,Poor not in post,No student,Grateful not in post,1
0,170,256.013148148,0,2,8,13,0,First Post,56,Poor not in post,No student,Grateful not in post,4
0,411,256.626203704,0,1,40,26,0,First Post,32,Poor not in post,No student,Grateful in post,2
1,4174,162.042106481,0,5,38,26,0,First Post,307,Poor not in post,No student,Grateful not in post,5
0,36,0,0,37,1,0,0,First Post,98,Poor not in post,No student,Grateful not in post,-11
0,1728,960.436087963,0,1,23,20,0,First Post,214,Poor not in post,No student,Grateful not in post,-6
1,2689,903.989907407,0,5,27,5,0,First Post,151,Poor not in post,No student,Grateful not in post,-5
0,0,0,0,3,0,0,0,First Post,37,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,0,0,0,0,First Post,28,Poor not in post,Student,Grateful not in post,0
1,90,21.927337963,0,4,10,9,0,First Post,28,Poor not in post,No student,Grateful not in post,1
1,885,48.3567592593,0,33,10,9,0,First Post,233,Poor not in post,Student,Grateful not in post,1
1,967,170.977592593,0,17,12,11,0,First Post,60,Poor not in post,No student,Grateful not in post,-3
0,1981,98.5719907407,0,2,43,91,0,First Post,75,Poor not in post,No student,Grateful not in post,6
0,2076,402.859166667,0,1,39,25,0,First Post,11,Poor not in post,No student,Grateful not in post,0
1,79,288.196886574,274.103819444,8,7,6,1,Posted Before,18,Poor not in post,No student,Grateful not in post,3
0,75,217.998194444,0,2,20,6,0,First Post,16,Poor not in post,No student,Grateful not in post,0
0,1231,678.763148148,0,3,35,2,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,40,Poor not in post,No student,Grateful not in post,-1
0,894,109.116712963,0,2,22,46,0,First Post,70,Poor not in post,No student,Grateful not in post,2
0,1921,503.889456019,0,5,52,25,0,First Post,222,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,1,0,0,0,First Post,13,Poor not in post,No student,Grateful not in post,-2
0,8,400.695081019,400.695081019,5,3,0,0,First Post,74,Poor not in post,No student,Grateful not in post,4
0,439,471.3515625,0,2,38,3,0,First Post,116,Poor not in post,No student,Grateful not in post,-2
1,6587,862.953206019,697.171087963,5,38,89,0,First Post,53,Poor not in post,No student,Grateful not in post,3
0,1587,700.019155093,0,6,38,15,0,First Post,118,Poor not in post,No student,Grateful not in post,2
1,149,797.017939815,0,3,15,1,0,First Post,97,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,4,0,0,0,First Post,24,Poor not in post,No student,Grateful not in post,3
0,2442,339.642013889,0,10,39,86,0,First Post,7,Poor not in post,No student,Grateful not in post,3
0,3497,431.219791667,152.244270833,4,132,36,0,First Post,29,Poor not in post,No student,Grateful not in post,2
0,7,60.3670023148,0,4,3,1,0,First Post,32,Poor not in post,No student,Grateful not in post,0
1,10026,773.607407407,0,4,36,341,0,First Post,101,Poor not in post,No student,Grateful not in post,-3
0,1168,165.341759259,57.0847222222,13,35,23,0,First Post,291,Poor not in post,No student,Grateful not in post,13
0,0,0,0,4,1,0,0,First Post,13,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,103,Poor not in post,No student,Grateful not in post,1
1,604,626.112048611,1.1303587963,3,24,3,0,First Post,180,Poor not in post,Student,Grateful not in post,12
0,399,78.9812037037,5.9716087963,2,12,11,0,First Post,120,Poor not in post,No student,Grateful not in post,25
1,9,81.6331134259,81.6331134259,3,2,0,0,First Post,44,Poor not in post,No student,Grateful not in post,3
0,0,0,0,1,0,0,0,First Post,3,Poor not in post,No student,Grateful not in post,0
0,0,0,0,2,0,0,0,First Post,136,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,4,0,0,0,First Post,134,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,4,0,0,0,First Post,46,Poor not in post,No student,Grateful not in post,1
0,0,0,0,4,0,0,0,First Post,133,Poor not in post,No student,Grateful not in post,1
0,1720,388.472395833,0,3,41,32,0,First Post,22,Poor not in post,No student,Grateful not in post,0
0,946,347.539768519,0,4,28,28,0,First Post,25,Poor not in post,No student,Grateful not in post,2
0,3,68.7535300926,0,1,1,0,0,First Post,32,Poor not in post,No student,Grateful not in post,9
0,5157,501.240289352,0,15,59,28,0,First Post,59,Poor not in post,No student,Grateful not in post,4
0,555,138.412858796,0,6,6,25,0,First Post,13,Poor not in post,No student,Grateful not in post,0
0,273,1.86061342593,0,3,1,1,0,First Post,40,Poor not in post,Student,Grateful not in post,4
0,571,171.027152778,171.027152778,3,21,26,0,First Post,43,Poor not in post,No student,Grateful not in post,-2
0,1201,301.860752315,0,3,27,20,0,First Post,85,Poor not in post,No student,Grateful not in post,15
0,12,69.0578819444,45.8929166667,9,4,1,0,First Post,127,Poor not in post,No student,Grateful in post,6
1,0,0,0,4,0,0,0,First Post,76,Poor not in post,No student,Grateful not in post,5
1,35,469.266585648,0,10,5,7,0,First Post,73,Poor not in post,No student,Grateful not in post,8
0,131,47.023587963,0,2,2,4,0,First Post,15,Poor not in post,No student,Grateful not in post,-1
0,902,324.946724537,0,4,23,16,0,First Post,62,Poor not in post,No student,Grateful not in post,5
0,424,262.962893519,0,1,15,17,0,First Post,45,Poor not in post,No student,Grateful not in post,2
0,0,0,0,9,0,0,0,First Post,262,Poor not in post,No student,Grateful not in post,8
0,2737,502.105150463,145.776990741,4,24,44,0,First Post,20,Poor not in post,No student,Grateful not in post,0
0,697,377.240590278,0,7,25,52,0,First Post,93,Poor not in post,No student,Grateful not in post,2
0,0,0,0,9,0,0,0,First Post,133,Poor not in post,No student,Grateful not in post,-2
0,9014,290.053865741,0,9,78,141,0,First Post,16,Poor not in post,No student,Grateful not in post,0
1,162,372.973148148,0,18,2,0,0,First Post,128,Poor not in post,No student,Grateful not in post,2
0,235,203.345543981,0,10,1,1,0,First Post,24,Poor not in post,No student,Grateful not in post,0
1,26,13.4243865741,0,8,3,3,0,First Post,70,Poor not in post,No student,Grateful not in post,4
0,1581,95.1977199074,0,4,34,10,0,First Post,33,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,101,Poor not in post,No student,Grateful not in post,0
0,3827,549.871550926,35.7223726852,4,37,23,0,First Post,35,Poor not in post,No student,Grateful not in post,5
0,2394,405.17119213,0,2,34,29,0,First Post,65,Poor not in post,No student,Grateful not in post,1
0,0,0,0,4,1,0,0,First Post,7,Poor not in post,No student,Grateful not in post,-3
0,1261,144.809259259,0,7,18,2,0,First Post,32,Poor not in post,Student,Grateful not in post,-4
0,2782,503.846944444,0,6,25,17,0,First Post,52,Poor not in post,No student,Grateful not in post,3
1,289,348.367037037,0,4,10,2,0,First Post,152,Poor not in post,No student,Grateful not in post,11
0,100,101.990358796,0,7,7,1,0,First Post,22,Poor not in post,No student,Grateful not in post,0
0,3332,431.988668981,0,3,43,168,0,First Post,45,Poor not in post,No student,Grateful not in post,-3
0,4177,272.277071759,0,1,40,57,0,First Post,50,Poor not in post,No student,Grateful not in post,5
0,139,110.94275463,0,3,11,3,0,First Post,59,Poor not in post,Student,Grateful not in post,0
0,967,573.64943287,0,12,15,2,0,First Post,29,Poor not in post,No student,Grateful not in post,-1
1,2627,366.763148148,0,1,38,46,0,First Post,76,Poor not in post,No student,Grateful not in post,8
0,366,481.633483796,0,20,14,13,0,First Post,59,Poor not in post,No student,Grateful not in post,0
0,0,0,0,6,0,0,0,First Post,54,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,1,0,0,First Post,51,Poor not in post,No student,Grateful not in post,-3
0,0,0,0,11,0,0,0,First Post,60,Poor not in post,No student,Grateful not in post,8
1,-14,37.9147916667,0,2,3,4,0,First Post,92,Poor not in post,No student,Grateful not in post,-5
0,1,0,0,1,1,0,0,First Post,22,Poor not in post,Student,Grateful not in post,6
1,6018,194.730266204,171.807025463,16,27,336,4,Posted Before,90,Poor not in post,No student,Grateful not in post,-1
0,169,20.0440509259,0,4,4,0,0,First Post,110,Poor not in post,No student,Grateful not in post,-2
0,72,303.979201389,0,13,12,8,0,First Post,47,Poor not in post,No student,Grateful not in post,4
0,37,73.3224768519,0,1,7,9,0,First Post,97,Poor not in post,No student,Grateful not in post,-4
0,3714,387.310196759,0,3,33,61,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,286,131.505625,0,1,26,2,0,First Post,13,Poor not in post,No student,Grateful not in post,3
0,627,140.142685185,0,9,16,8,0,First Post,69,Poor not in post,No student,Grateful not in post,-13
1,574,372.607268519,0,9,10,5,0,First Post,139,Poor not in post,No student,Grateful not in post,-22
0,0,0,0,3,0,0,0,First Post,76,Poor not in post,No student,Grateful not in post,1
0,0,0,0,1,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,2
1,-4,24.1009606481,0,2,2,3,0,First Post,54,Poor not in post,No student,Grateful not in post,-3
0,-3,22.6711342593,0,52,2,4,0,First Post,47,Poor not in post,No student,Grateful not in post,5
0,2,0,0,7,1,0,0,First Post,52,Poor not in post,No student,Grateful not in post,0
0,1424,97.3261342593,0,7,5,3,0,First Post,32,Poor not in post,No student,Grateful not in post,2
0,4072,636.905613426,0,7,59,124,0,First Post,312,Poor in post,No student,Grateful not in post,-13
0,46,460.31375,0,2,10,2,0,First Post,52,Poor not in post,No student,Grateful not in post,0
0,2535,99.9427314815,0,9,11,3,0,First Post,81,Poor not in post,No student,Grateful not in post,5
0,0,16.7593865741,0,3,1,0,0,First Post,36,Poor not in post,No student,Grateful not in post,-1
1,1784,177.443020833,28.3020138889,4,20,16,0,First Post,190,Poor not in post,No student,Grateful not in post,-6
1,428,92.0934143519,59.2046527778,8,76,8,0,First Post,308,Poor not in post,No student,Grateful not in post,-5
0,602,154.829895833,9.81846064815,7,6,3,0,First Post,198,Poor not in post,No student,Grateful not in post,-7
0,0,0,0,7,0,0,0,First Post,94,Poor not in post,No student,Grateful not in post,11
0,238,203.782337963,4.12300925926,4,38,6,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,14264,471.233553241,0,6,75,96,0,First Post,162,Poor not in post,No student,Grateful not in post,5
0,1027,130.813657407,0,8,16,30,0,First Post,67,Poor not in post,No student,Grateful not in post,-7
0,0,0,0,1,0,0,0,First Post,17,Poor not in post,No student,Grateful not in post,0
0,1,117.974074074,0,3,1,1,0,First Post,64,Poor not in post,No student,Grateful not in post,-8
0,3767,301.972546296,205.794803241,4,43,9,0,First Post,39,Poor not in post,No student,Grateful not in post,-3
0,1556,349.566979167,0,2,40,23,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,266,134.728842593,59.6179398148,2,4,1,1,Posted Before,73,Poor not in post,No student,Grateful not in post,6
0,0,0,0,12,0,0,0,First Post,62,Poor not in post,No student,Grateful not in post,2
0,718,503.786759259,0,2,18,17,0,First Post,41,Poor not in post,No student,Grateful not in post,-4
0,6621,508.023090278,0,2,70,37,0,First Post,51,Poor not in post,No student,Grateful not in post,5
1,21,245.824583333,207.750451389,4,6,1,0,First Post,91,Poor not in post,No student,Grateful not in post,0
0,1,0,0,3,1,0,0,First Post,157,Poor not in post,No student,Grateful not in post,5
0,0,0,0,2,0,0,0,First Post,95,Poor not in post,No student,Grateful not in post,-1
0,59,31.1158333333,13.100162037,3,6,3,1,Posted Before,189,Poor not in post,No student,Grateful not in post,4
0,6,1361.23344907,2.43924768519,2,4,7,1,Posted Before,27,Poor not in post,No student,Grateful not in post,1
1,669,695.152615741,0,20,24,6,0,First Post,73,Poor not in post,No student,Grateful not in post,-1
1,8,154.871608796,0,6,5,0,0,First Post,44,Poor not in post,No student,Grateful not in post,-3
1,6,54.0478587963,0,11,3,0,0,First Post,72,Poor not in post,No student,Grateful not in post,0
0,0,0,0,4,0,0,0,First Post,90,Poor not in post,No student,Grateful not in post,13
0,20,41.4573263889,0,7,6,8,0,First Post,95,Poor not in post,No student,Grateful not in post,3
0,109,193.230625,0,1,11,2,0,First Post,28,Poor not in post,Student,Grateful not in post,3
1,42,769.114027778,11.3164814815,7,11,0,0,First Post,23,Poor not in post,No student,Grateful not in post,1
0,0,0,0,7,0,0,0,First Post,35,Poor not in post,No student,Grateful not in post,-2
0,139,74.8449421296,0,6,7,1,0,First Post,32,Poor not in post,No student,Grateful not in post,3
0,0,0,0,7,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,1305,457.26931713,0,16,18,6,0,First Post,88,Poor not in post,No student,Grateful not in post,1
0,17,87.3279282407,0,8,4,2,0,First Post,107,Poor not in post,No student,Grateful not in post,-4
1,1,0,0,5,1,0,0,First Post,89,Poor not in post,No student,Grateful not in post,-4
0,0,0,0,3,0,0,0,First Post,114,Poor not in post,No student,Grateful in post,6
0,0,0,0,1,0,0,0,First Post,60,Poor not in post,No student,Grateful not in post,8
0,96,25.7517476852,0,1,7,6,0,First Post,53,Poor not in post,No student,Grateful not in post,2
0,3122,290.846006944,0,4,15,45,0,First Post,34,Poor not in post,No student,Grateful not in post,9
0,134,673.429201389,0,1,11,7,0,First Post,30,Poor not in post,No student,Grateful not in post,1
0,3,0,0,3,1,0,0,First Post,100,Poor not in post,No student,Grateful not in post,3
0,8076,494.882210648,0,3,77,119,0,First Post,14,Poor not in post,No student,Grateful not in post,0
0,0,0,0,15,0,0,0,First Post,61,Poor not in post,No student,Grateful not in post,-8
1,1294,525.780439815,0,7,31,14,0,First Post,87,Poor not in post,No student,Grateful not in post,-4
0,174,140.179733796,0,1,18,7,0,First Post,258,Poor not in post,No student,Grateful not in post,-22
0,626,45.0247569444,14.8669444444,6,10,6,1,Posted Before,70,Poor not in post,No student,Grateful not in post,5
0,5379,252.737418981,0,7,30,24,0,First Post,854,Poor not in post,No student,Grateful not in post,-16
0,1,57.2719560185,0,4,1,0,0,First Post,55,Poor in post,No student,Grateful not in post,-4
0,1,0,0,1,1,0,0,First Post,33,Poor not in post,No student,Grateful not in post,3
0,35,197.922268519,0,4,11,16,0,First Post,54,Poor not in post,No student,Grateful not in post,2
0,1180,310.3734375,0,2,38,2,0,First Post,1,Poor not in post,No student,Grateful not in post,NA
0,551,391.944918981,0,6,18,1,0,First Post,49,Poor not in post,No student,Grateful not in post,1
0,59,189.229282407,0,5,15,0,0,First Post,45,Poor not in post,No student,Grateful not in post,0
1,542,693.422847222,202.802488426,3,14,0,0,First Post,99,Poor in post,No student,Grateful not in post,-6
0,2517,282.98625,0,3,21,40,0,First Post,10,Poor not in post,No student,Grateful not in post,0
0,755,113.036284722,10.1526736111,38,19,37,0,First Post,93,Poor not in post,Student,Grateful not in post,6
0,0,0,0,4,0,0,0,First Post,14,Poor not in post,No student,Grateful not in post,0
1,3717,333.480185185,0,7,37,42,0,First Post,136,Poor not in post,Student,Grateful not in post,-5
0,0,0,0,4,0,0,0,First Post,109,Poor not in post,No student,Grateful not in post,5
0,0,0,0,3,0,0,0,First Post,27,Poor not in post,No student,Grateful not in post,2
0,1914,467.485752315,0,4,39,19,0,First Post,52,Poor not in post,No student,Grateful not in post,2
0,801,85.0094560185,0,3,8,11,0,First Post,3,Poor not in post,No student,Grateful not in post,0
1,0,0,0,29,0,0,0,First Post,56,Poor not in post,No student,Grateful not in post,-2
1,3,0.130393518519,0,9,1,1,0,First Post,82,Poor not in post,No student,Grateful not in post,-1
0,2,44.6796875,0,15,1,2,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,1680,95.7250925926,0,2,34,12,0,First Post,105,Poor not in post,Student,Grateful not in post,-2
1,9,345.363993056,0,35,3,3,0,First Post,75,Poor not in post,No student,Grateful not in post,-1
0,4292,132.757488426,0,4,34,79,0,First Post,21,Poor not in post,No student,Grateful not in post,1
0,206,113.702627315,0,1,19,2,0,First Post,29,Poor not in post,No student,Grateful not in post,-2
0,602,584.23255787,0,4,52,52,0,First Post,24,Poor not in post,No student,Grateful not in post,3
0,1742,474.052349537,8.38255787037,8,58,73,0,First Post,32,Poor not in post,No student,Grateful not in post,0
0,0,0,0,5,0,0,0,First Post,121,Poor not in post,No student,Grateful not in post,7
0,1656,918.707256944,0,2,21,39,0,First Post,88,Poor not in post,No student,Grateful not in post,0
1,0,0,0,3,0,0,0,First Post,68,Poor not in post,No student,Grateful not in post,-5
0,7,10.6845138889,0,4,3,0,0,First Post,110,Poor in post,No student,Grateful not in post,2
0,3206,806.4346875,0,4,33,13,0,First Post,39,Poor not in post,No student,Grateful not in post,-2
0,533,142.832858796,0,3,12,0,0,First Post,50,Poor not in post,No student,Grateful not in post,0
0,9168,267.928738426,0,2,98,144,0,First Post,111,Poor not in post,No student,Grateful not in post,3
0,0,0,0,6,0,0,0,First Post,52,Poor not in post,No student,Grateful not in post,-5
0,3225,298.885219907,0,7,5,11,0,First Post,46,Poor not in post,No student,Grateful not in post,-5
0,826,173.589155093,0,23,8,14,0,First Post,70,Poor not in post,No student,Grateful not in post,10
1,323,448.643773148,0,2,26,8,0,First Post,82,Poor not in post,No student,Grateful not in post,-3
0,30,8.85074074074,0,4,3,1,0,First Post,784,Poor not in post,No student,Grateful not in post,-30
0,248,73.0108796296,0,5,6,12,0,First Post,85,Poor not in post,No student,Grateful not in post,3
0,7431,888.237650463,241.86537037,17,114,134,1,Posted Before,134,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,2,0,0,0,First Post,134,Poor not in post,No student,Grateful not in post,-2
0,36,146.69849537,0,2,9,1,0,First Post,19,Poor not in post,Student,Grateful not in post,0
0,0,0,0,7,0,0,0,First Post,156,Poor not in post,No student,Grateful not in post,0
0,0,0,0,1,0,0,0,First Post,17,Poor not in post,No student,Grateful not in post,2
0,122,523.846261574,0,10,11,0,0,First Post,120,Poor not in post,No student,Grateful not in post,7
0,0,0,0,2,0,0,0,First Post,25,Poor not in post,No student,Grateful not in post,4
1,463,1856.20006944,0,6,14,12,0,First Post,155,Poor not in post,No student,Grateful not in post,1
0,1888,261.722627315,0,2,29,52,0,First Post,12,Poor not in post,No student,Grateful not in post,0
0,1987,183.626875,84.0124768519,4,46,24,0,First Post,23,Poor not in post,Student,Grateful not in post,-1
1,0,0,0,11,0,0,0,First Post,170,Poor not in post,No student,Grateful not in post,20
0,6,16.0760185185,0,11,1,0,0,First Post,53,Poor not in post,No student,Grateful in post,2
0,1,0,0,4,1,0,0,First Post,25,Poor not in post,No student,Grateful not in post,0
0,6528,353.128761574,0,3,18,7,0,First Post,22,Poor not in post,Student,Grateful not in post,0
1,85,467.293206019,0,4,7,12,0,First Post,66,Poor not in post,No student,Grateful not in post,1
0,0,0,0,8,0,0,0,First Post,44,Poor not in post,No student,Grateful not in post,0
0,2658,208.589664352,0,2,20,26,0,First Post,48,Poor not in post,No student,Grateful not in post,2
0,6,0.404814814815,0.404814814815,1,1,0,0,First Post,248,Poor not in post,No student,Grateful not in post,1
0,0,0,0,1,0,0,0,First Post,43,Poor not in post,No student,Grateful not in post,-2
0,1252,410.551736111,0,10,25,6,0,First Post,50,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,2,0,0,0,First Post,192,Poor not in post,No student,Grateful not in post,4
0,1,0,0,2,1,0,0,First Post,91,Poor not in post,No student,Grateful not in post,8
1,572,127.103356481,53.0535185185,3,14,4,1,Posted Before,37,Poor not in post,No student,Grateful not in post,-6
1,5955,995.245914352,32.2860185185,3,109,154,0,First Post,100,Poor not in post,No student,Grateful not in post,1
0,1395,412.843634259,0,16,15,7,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
1,0,0,0,4,0,0,0,First Post,56,Poor not in post,No student,Grateful in post,-2
0,411,141.765486111,0,1,10,2,0,First Post,89,Poor not in post,No student,Grateful not in post,-3
1,1123,920.922210648,0,2,24,104,0,First Post,158,Poor not in post,Student,Grateful not in post,1
1,1359,454.388460648,22.9153703704,4,25,26,0,First Post,89,Poor not in post,No student,Grateful not in post,5
0,0,0,0,5,0,0,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,1341,302.398125,0,2,32,45,0,First Post,85,Poor not in post,No student,Grateful not in post,-1
0,4209,105.919166667,0,4,63,75,0,First Post,147,Poor not in post,No student,Grateful not in post,9
0,162,489.733993056,0,15,4,3,0,First Post,66,Poor not in post,No student,Grateful not in post,6
0,948,500.885185185,0,8,31,47,0,First Post,89,Poor not in post,No student,Grateful not in post,1
0,4055,319.847662037,5.05820601852,8,52,48,0,First Post,39,Poor not in post,No student,Grateful not in post,4
0,0,0,0,2,0,0,0,First Post,47,Poor not in post,No student,Grateful not in post,-2
0,870,50.9060416667,0,3,10,30,0,First Post,120,Poor not in post,No student,Grateful not in post,0
1,0,0,0,7,0,0,0,First Post,50,Poor not in post,No student,Grateful not in post,3
0,7,0.0739351851852,0.0739351851852,2,1,0,0,First Post,67,Poor not in post,No student,Grateful not in post,-2
1,1085,203.204733796,0,15,14,7,0,First Post,NA,Poor not in post,No student,Grateful not in post,0
0,0,0,0,3,0,0,0,First Post,127,Poor not in post,No student,Grateful in post,4
1,3980,1655.05038194,0,19,92,46,0,First Post,41,Poor not in post,Student,Grateful not in post,2
0,145,109.881238426,0,8,6,4,0,First Post,53,Poor not in post,No student,Grateful not in post,1
0,5,193.390914352,0,2,4,0,0,First Post,137,Poor not in post,Student,Grateful not in post,11
1,19,30.0658564815,0,10,6,1,0,First Post,23,Poor not in post,No student,Grateful not in post,3
0,0,0,0,4,0,0,0,First Post,23,Poor not in post,No student,Grateful not in post,4
1,429,101.987581019,0,3,5,8,0,First Post,94,Poor not in post,Student,Grateful not in post,1
0,127,940.152997685,0,14,13,6,0,First Post,118,Poor not in post,Student,Grateful not in post,10
0,0,0,0,5,0,0,0,First Post,97,Poor not in post,No student,Grateful not in post,1
1,626,650.974375,249.811493056,5,17,9,0,First Post,91,Poor not in post,No student,Grateful not in post,15
0,369,267.647962963,0,1,28,23,0,First Post,38,Poor not in post,No student,Grateful not in post,2
0,327,105.616539352,0,3,7,10,0,First Post,82,Poor not in post,No student,Grateful in post,-3
1,52,34.7396875,0,7,8,2,0,First Post,40,Poor not in post,No student,Grateful not in post,4
0,14,482.099189815,0,5,4,4,0,First Post,236,Poor not in post,No student,Grateful not in post,-4
0,441,376.403668981,0,2,18,14,0,First Post,53,Poor not in post,No student,Grateful not in post,0
0,70,668.809780093,0,8,9,8,0,First Post,14,Poor not in post,No student,Grateful not in post,2
0,0,0,0,2,0,0,0,First Post,89,Poor not in post,No student,Grateful not in post,5
0,9,55.4263078704,0,2,4,3,0,First Post,94,Poor not in post,No student,Grateful not in post,-1
1,2379,234.384363426,1.65888888889,2,19,67,0,First Post,10,Poor not in post,No student,Grateful not in post,0
0,5933,513.996365741,0,9,32,16,0,First Post,34,Poor not in post,No student,Grateful not in post,-1
1,50,63.0519328704,0,6,2,2,0,First Post,68,Poor not in post,No student,Grateful not in post,0
1,4297,158.831956019,0,3,23,0,0,First Post,35,Poor not in post,No student,Grateful not in post,-2
0,0,0,0,9,0,0,0,First Post,40,Poor not in post,No student,Grateful not in post,4
0,4096,832.35712963,0,10,46,22,0,First Post,123,Poor not in post,No student,Grateful not in post,7
0,46,38.2276851852,0,8,2,4,0,First Post,150,Poor in post,No student,Grateful not in post,7
1,1960,219.15337963,166.194351852,5,18,22,1,Posted Before,38,Poor not in post,Student,Grateful not in post,-1
0,24,9.91127314815,0,7,2,2,0,First Post,51,Poor not in post,No student,Grateful not in post,2
0,0,0,0,5,0,0,0,First Post,73,Poor not in post,No student,Grateful not in post,0
1,2094,49.6414814815,0,6,13,5,0,First Post,65,Poor not in post,No student,Grateful not in post,0
0,349,411.722256944,0,7,16,7,0,First Post,43,Poor not in post,No student,Grateful not in post,1
1,3707,854.742627315,0,17,34,18,0,First Post,17,Poor not in post,No student,Grateful not in post,2
0,13,171.113449074,0,2,7,7,0,First Post,14,Poor not in post,No student,Grateful not in post,0
0,15,0,0,21,1,0,0,First Post,127,Poor not in post,No student,Grateful in post,4
0,1,0,0,1,1,0,0,First Post,64,Poor not in post,No student,Grateful not in post,-1
0,0,0,0,2,0,0,0,First Post,108,Poor not in post,No student,Grateful not in post,3
1,729,214.072766204,0,2,28,24,0,First Post,105,Poor not in post,No student,Grateful not in post,5
1,22,241.362662037,0,5,5,2,0,First Post,67,Poor not in post,No student,Grateful not in post,3
0,854,370.882615741,0,2,29,43,0,First Post,124,Poor not in post,No student,Grateful not in post,-6
0,97,38.4088310185,0,7,8,4,0,First Post,148,Poor not in post,No student,Grateful not in post,-1
0,6932,385.946493056,33.6879166667,1,38,42,0,First Post,14,Poor not in post,No student,Grateful not in post,3
0,881,362.99662037,0,19,9,18,0,First Post,85,Poor not in post,No student,Grateful not in post,2
0,43,79.2536805556,0,5,6,1,0,First Post,33,Poor not in post,No student,Grateful not in post,-2
1,2706,220.721527778,0,4,24,40,0,First Post,185,Poor in post,No student,Grateful not in post,-4
0,138,185.593391204,0,2,2,0,0,First Post,44,Poor not in post,No student,Grateful not in post,-11
0,540,490.631261574,46.8165856481,69,12,2,0,First Post,242,Poor not in post,No student,Grateful not in post,3
1,0,0,0,4,0,0,0,First Post,141,Poor not in post,No student,Grateful not in post,-3
0,117,37.1364351852,0,2,8,0,0,First Post,7,Poor not in post,No student,Grateful not in post,0
0,125,60.2336111111,0,7,7,8,0,First Post,48,Poor not in post,No student,Grateful in post,11
0,0,0,0,4,0,0,0,First Post,210,Poor not in post,No student,Grateful not in post,-1
1,167,16.2550462963,0,6,13,13,0,First Post,79,Poor not in post,No student,Grateful not in post,10
0,762,381.003715278,0,3,19,21,0,First Post,134,Poor not in post,No student,Grateful not in post,14
0,0,0,0,2,0,0,0,First Post,86,Poor not in post,No student,Grateful not in post,-3
1,158,136.117662037,0,2,11,34,0,First Post,41,Poor not in post,No student,Grateful not in post,1
0,0,0,0,4,0,0,0,First Post,6,Poor not in post,No student,Grateful not in post,0
0,520,576.739641204,0,2,24,5,0,First Post,72,Poor not in post,No student,Grateful not in post,0
